[2024-12-17 15:37:44] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2024-12-17 15:37:44] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-17 15:37:44] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2024-12-17 15:37:46] [class-ss-archive-creation-job.php:172] Current task: setup
[2024-12-17 15:37:46] [class-ss-archive-creation-job.php:182] Performing task: setup
[2024-12-17 15:37:46] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-17 15:37:46] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864\
[2024-12-17 15:37:46] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/Freaky-Font/
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.asset.php
[2024-12-17 15:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 624
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.asset.php
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js
[2024-12-17 15:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 624
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b1655419-cOg5Rx.tmp
[2024-12-17 15:39:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js?simply_static_page=429
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js?simply_static_page=429
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:103] Filesize: 5022 bytes
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b1655419-cOg5Rx.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:02] [class-ss-page.php:119] Checking Content Identical:2c7f042f91eca807d91ff535293690664c826f30===. Value: FALSE
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js.LICENSE.txt
[2024-12-17 15:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 624
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b16638db-KxteoA.tmp
[2024-12-17 15:39:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js.LICENSE.txt?simply_static_page=430
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js.LICENSE.txt?simply_static_page=430
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:103] Filesize: 328 bytes
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js.LICENSE.txt
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b16638db-KxteoA.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js.LICENSE.txt
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:02] [class-ss-page.php:119] Checking Content Identical:96daf75d378a707f17258d5be14b9a0fc877081c===. Value: FALSE
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.min.js
[2024-12-17 15:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 624
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b16719cc-Et3HeD.tmp
[2024-12-17 15:39:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.min.js?simply_static_page=431
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.min.js?simply_static_page=431
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:103] Filesize: 4758 bytes
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.min.js
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b16719cc-Et3HeD.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.min.js
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:02] [class-ss-page.php:119] Checking Content Identical:18ae1b319bf1f60a27983a761074a3962e46ad52===. Value: FALSE
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.strings.js
[2024-12-17 15:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 624
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b168177d-fblyX1.tmp
[2024-12-17 15:39:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.strings.js?simply_static_page=432
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.strings.js?simply_static_page=432
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.strings.js
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b168177d-fblyX1.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.strings.js
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:02] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.asset.php
[2024-12-17 15:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 624
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.asset.php
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.js
[2024-12-17 15:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 624
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b1698c8d-T9z7st.tmp
[2024-12-17 15:39:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.js?simply_static_page=434
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.js?simply_static_page=434
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:103] Filesize: 1213 bytes
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/env/env.js
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b1698c8d-T9z7st.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/env/env.js
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:02] [class-ss-page.php:119] Checking Content Identical:602c8caf77a270835d892590017f1734f300ec01===. Value: FALSE
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.js.LICENSE.txt
[2024-12-17 15:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 624
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b16ae09b-u4AxI3.tmp
[2024-12-17 15:39:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.js.LICENSE.txt?simply_static_page=435
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.js.LICENSE.txt?simply_static_page=435
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:103] Filesize: 173 bytes
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/env/env.js.LICENSE.txt
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b16ae09b-u4AxI3.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/env/env.js.LICENSE.txt
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:02] [class-ss-page.php:119] Checking Content Identical:ea5bf908ad3751fe94b5a8e36a00ba1168c7f377===. Value: FALSE
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.min.js
[2024-12-17 15:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 624
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b16b8717-bnInyg.tmp
[2024-12-17 15:39:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.min.js?simply_static_page=436
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.min.js?simply_static_page=436
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:103] Filesize: 1152 bytes
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/env/env.min.js
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b16b8717-bnInyg.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/env/env.min.js
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:02] [class-ss-page.php:119] Checking Content Identical:c9aae8beb25da78f46938e6da391fe2feee1beb3===. Value: FALSE
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.strings.js
[2024-12-17 15:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 624
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b16c79fe-2dAyXF.tmp
[2024-12-17 15:39:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.strings.js?simply_static_page=437
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/env/env.strings.js?simply_static_page=437
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/env/env.strings.js
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b16c79fe-2dAyXF.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/env/env.strings.js
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:02] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.asset.php
[2024-12-17 15:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 624
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.asset.php
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.js
[2024-12-17 15:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 624
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b16d5765-7BhrtH.tmp
[2024-12-17 15:39:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.js?simply_static_page=439
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.js?simply_static_page=439
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:103] Filesize: 143787 bytes
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/icons/icons.js
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b16d5765-7BhrtH.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/icons/icons.js
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:02] [class-ss-page.php:119] Checking Content Identical:ee7d8b9300a98e88748ecb2fca269c1a0c590f5d===. Value: FALSE
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.js.LICENSE.txt
[2024-12-17 15:39:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 624
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b16ea285-9etQCZ.tmp
[2024-12-17 15:39:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.js.LICENSE.txt?simply_static_page=440
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.js.LICENSE.txt?simply_static_page=440
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:103] Filesize: 472 bytes
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/icons/icons.js.LICENSE.txt
[2024-12-17 15:39:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b16ea285-9etQCZ.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/icons/icons.js.LICENSE.txt
[2024-12-17 15:39:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:03] [class-ss-page.php:119] Checking Content Identical:dc6bb04e480e029cf2b2888e0f35c8d62510a48d===. Value: FALSE
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.min.js
[2024-12-17 15:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 624
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b1709f3a-FLtJfv.tmp
[2024-12-17 15:39:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.min.js?simply_static_page=441
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.min.js?simply_static_page=441
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:103] Filesize: 143461 bytes
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/icons/icons.min.js
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b1709f3a-FLtJfv.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/icons/icons.min.js
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:03] [class-ss-page.php:119] Checking Content Identical:dc2a523d9ccdbfba70897d927cbb6b5b7cfc0410===. Value: FALSE
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.strings.js
[2024-12-17 15:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 624
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b1716984-p9uWCo.tmp
[2024-12-17 15:39:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.strings.js?simply_static_page=442
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/icons/icons.strings.js?simply_static_page=442
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/icons/icons.strings.js
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b1716984-p9uWCo.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/icons/icons.strings.js
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:03] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.asset.php
[2024-12-17 15:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 624
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.asset.php
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.js
[2024-12-17 15:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 624
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b1727c7f-iX3ovi.tmp
[2024-12-17 15:39:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.js?simply_static_page=444
