[2024-12-17 15:37:44] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2024-12-17 15:37:44] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-17 15:37:44] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2024-12-17 15:37:46] [class-ss-archive-creation-job.php:172] Current task: setup
[2024-12-17 15:37:46] [class-ss-archive-creation-job.php:182] Performing task: setup
[2024-12-17 15:37:46] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-17 15:37:46] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864\
[2024-12-17 15:37:46] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/Freaky-Font/
[2024-12-17 15:39:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:15] [class-ss-page.php:119] Checking Content Identical:b14f5bff57c199a2ca0f05ade4a63947e6a3eca6===. Value: FALSE
[2024-12-17 15:39:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2024-12-17 15:39:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 624
[2024-12-17 15:39:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b233ed3e-KeW5oT.tmp
[2024-12-17 15:39:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/svg-paths/wave.svg?simply_static_page=588
[2024-12-17 15:39:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/svg-paths/wave.svg?simply_static_page=588
[2024-12-17 15:39:15] [class-ss-url-fetcher.php:103] Filesize: 231 bytes
[2024-12-17 15:39:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-12-17 15:39:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2024-12-17 15:39:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b233ed3e-KeW5oT.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2024-12-17 15:39:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:15] [class-ss-page.php:119] Checking Content Identical:d30e44a21ffda203d030623b6541c819eaefde05===. Value: FALSE
[2024-12-17 15:39:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2024-12-17 15:39:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 624
[2024-12-17 15:39:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b2359fb8-2VG1Em.tmp
[2024-12-17 15:39:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/data/responsive-widgets.json?simply_static_page=589
[2024-12-17 15:39:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/data/responsive-widgets.json?simply_static_page=589
[2024-12-17 15:39:15] [class-ss-url-fetcher.php:103] Filesize: 419 bytes
[2024-12-17 15:39:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-12-17 15:39:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2024-12-17 15:39:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b2359fb8-2VG1Em.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2024-12-17 15:39:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:15] [class-ss-page.php:119] Checking Content Identical:02277a815426cb664895b5bbe3660d8bdc04de0d===. Value: FALSE
[2024-12-17 15:39:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/about/
[2024-12-17 15:39:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 624
[2024-12-17 15:39:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b236f292-ZdZYgP.tmp
[2024-12-17 15:39:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/about/?simply_static_page=590
[2024-12-17 15:39:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/about/?simply_static_page=590
[2024-12-17 15:39:18] [class-ss-url-fetcher.php:103] Filesize: 51648 bytes
[2024-12-17 15:39:18] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-12-17 15:39:18] [class-ss-url-fetcher.php:233] New filename for static page: /about/index.html
[2024-12-17 15:39:18] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b236f292-ZdZYgP.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/about/index.html
[2024-12-17 15:39:18] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:18] [class-ss-fetch-urls-task.php:159] Adding 37 URLs to the queue
[2024-12-17 15:39:18] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:18] [class-ss-page.php:119] Checking Content Identical:3a4c5911baadb8affbc827107714d15d7b40b3d9===. Value: FALSE
[2024-12-17 15:39:18] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/contact/
[2024-12-17 15:39:18] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 624
[2024-12-17 15:39:18] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:18] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b2669c2c-QiTT9q.tmp
[2024-12-17 15:39:18] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/contact/?simply_static_page=591
[2024-12-17 15:39:18] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/contact/?simply_static_page=591
[2024-12-17 15:39:20] [class-ss-url-fetcher.php:103] Filesize: 41746 bytes
[2024-12-17 15:39:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-12-17 15:39:20] [class-ss-url-fetcher.php:233] New filename for static page: /contact/index.html
[2024-12-17 15:39:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b2669c2c-QiTT9q.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/contact/index.html
[2024-12-17 15:39:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:20] [class-ss-fetch-urls-task.php:159] Adding 37 URLs to the queue
[2024-12-17 15:39:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:20] [class-ss-page.php:119] Checking Content Identical:9d5ccbf27db0611a8b288d7050b34179b344d8fa===. Value: FALSE
[2024-12-17 15:39:20] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/terms-and-conditions/
[2024-12-17 15:39:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 624
[2024-12-17 15:39:20] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b288729e-fw369F.tmp
[2024-12-17 15:39:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/terms-and-conditions/?simply_static_page=592
[2024-12-17 15:39:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/terms-and-conditions/?simply_static_page=592
[2024-12-17 15:39:22] [class-ss-url-fetcher.php:103] Filesize: 58429 bytes
[2024-12-17 15:39:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-12-17 15:39:22] [class-ss-url-fetcher.php:233] New filename for static page: /terms-and-conditions/index.html
[2024-12-17 15:39:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b288729e-fw369F.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/terms-and-conditions/index.html
[2024-12-17 15:39:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:22] [class-ss-fetch-urls-task.php:159] Adding 37 URLs to the queue
[2024-12-17 15:39:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:23] [class-ss-page.php:119] Checking Content Identical:b7b2058ee402a1f14aa32c783767612a07cce4ed===. Value: FALSE
[2024-12-17 15:39:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/disclaimer/
[2024-12-17 15:39:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 624
[2024-12-17 15:39:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b2b0b329-GyZGkS.tmp
[2024-12-17 15:39:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/disclaimer/?simply_static_page=593
[2024-12-17 15:39:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/disclaimer/?simply_static_page=593
[2024-12-17 15:39:25] [class-ss-url-fetcher.php:103] Filesize: 55863 bytes
[2024-12-17 15:39:25] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-12-17 15:39:25] [class-ss-url-fetcher.php:233] New filename for static page: /disclaimer/index.html
[2024-12-17 15:39:25] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b2b0b329-GyZGkS.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/disclaimer/index.html
[2024-12-17 15:39:25] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:25] [class-ss-fetch-urls-task.php:159] Adding 37 URLs to the queue
[2024-12-17 15:39:25] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:25] [class-ss-page.php:119] Checking Content Identical:4a37d146b0e5b375a1b082601ac5d208c89ae32f===. Value: FALSE
[2024-12-17 15:39:25] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/privacy-policy/
[2024-12-17 15:39:25] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 624
[2024-12-17 15:39:25] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:25] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b2d6e827-D9yeMF.tmp
[2024-12-17 15:39:25] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/privacy-policy/?simply_static_page=594
[2024-12-17 15:39:25] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/privacy-policy/?simply_static_page=594
[2024-12-17 15:39:27] [class-ss-url-fetcher.php:103] Filesize: 55799 bytes
[2024-12-17 15:39:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-12-17 15:39:27] [class-ss-url-fetcher.php:233] New filename for static page: /privacy-policy/index.html
[2024-12-17 15:39:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b2d6e827-D9yeMF.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/privacy-policy/index.html
[2024-12-17 15:39:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:27] [class-ss-fetch-urls-task.php:159] Adding 37 URLs to the queue
[2024-12-17 15:39:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:27] [class-ss-page.php:119] Checking Content Identical:7e874389ccebb6daf4f35c4a71ec10ae4863ca33===. Value: FALSE
[2024-12-17 15:39:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/uploads/2024/12/Freaky-Font-Logo.png
[2024-12-17 15:39:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 624
[2024-12-17 15:39:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b2fd8ea7-fxgU6W.tmp
[2024-12-17 15:39:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/uploads/2024/12/Freaky-Font-Logo.png?simply_static_page=595
[2024-12-17 15:39:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/uploads/2024/12/Freaky-Font-Logo.png?simply_static_page=595
[2024-12-17 15:39:27] [class-ss-url-fetcher.php:103] Filesize: 38204 bytes
[2024-12-17 15:39:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-12-17 15:39:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2024/12/Freaky-Font-Logo.png
[2024-12-17 15:39:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b2fd8ea7-fxgU6W.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/uploads/2024/12/Freaky-Font-Logo.png
[2024-12-17 15:39:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:27] [class-ss-page.php:119] Checking Content Identical:bad6dca402a98c76440cfc3a8ad8e9fd07eff50f===. Value: FALSE
[2024-12-17 15:39:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-includes/js/jquery/jquery.min.js
[2024-12-17 15:39:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 624
[2024-12-17 15:39:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b2fe6c66-cRDK8c.tmp
[2024-12-17 15:39:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-includes/js/jquery/jquery.min.js?simply_static_page=596
[2024-12-17 15:39:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-includes/js/jquery/jquery.min.js?simply_static_page=596
[2024-12-17 15:39:27] [class-ss-url-fetcher.php:103] Filesize: 87553 bytes
[2024-12-17 15:39:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/js/jquery/jquery.min.js
[2024-12-17 15:39:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b2fe6c66-cRDK8c.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-includes/js/jquery/jquery.min.js
[2024-12-17 15:39:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:28] [class-ss-page.php:119] Checking Content Identical:79cd3587d565afe290076a8d36c31c305a573d18===. Value: FALSE
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-includes/js/jquery/jquery-migrate.min.js
[2024-12-17 15:39:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 624
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b300437e-uL42y5.tmp
[2024-12-17 15:39:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-includes/js/jquery/jquery-migrate.min.js?simply_static_page=597
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-includes/js/jquery/jquery-migrate.min.js?simply_static_page=597
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:103] Filesize: 13577 bytes
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/js/jquery/jquery-migrate.min.js
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b300437e-uL42y5.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-includes/js/jquery/jquery-migrate.min.js
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:28] [class-ss-page.php:119] Checking Content Identical:3ad0c10e501ac2a9bfa18f9cd7e700219b378738===. Value: FALSE
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/foxiz-core/assets/core.js
[2024-12-17 15:39:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 624
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b3013b36-Wh5yhd.tmp
[2024-12-17 15:39:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/foxiz-core/assets/core.js?simply_static_page=598
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/foxiz-core/assets/core.js?simply_static_page=598
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:103] Filesize: 13282 bytes
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/foxiz-core/assets/core.js
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b3013b36-Wh5yhd.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/foxiz-core/assets/core.js
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:28] [class-ss-page.php:119] Checking Content Identical:f314b08c11a3d9eab9db5439850c80f8583bd904===. Value: FALSE
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/jquery.waypoints.min.js
[2024-12-17 15:39:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 624
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b3023e4e-O55fQ2.tmp
[2024-12-17 15:39:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/jquery.waypoints.min.js?simply_static_page=599
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/jquery.waypoints.min.js?simply_static_page=599
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:103] Filesize: 9034 bytes
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/foxiz/assets/js/jquery.waypoints.min.js
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b3023e4e-O55fQ2.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/themes/foxiz/assets/js/jquery.waypoints.min.js
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:28] [class-ss-page.php:119] Checking Content Identical:7e381bf2c00312ef4b0c0c49dd00b1cd2cbcfe7e===. Value: FALSE
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/rbswiper.min.js
[2024-12-17 15:39:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 624
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b302f7b9-buW9UX.tmp
[2024-12-17 15:39:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/rbswiper.min.js?simply_static_page=600
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/rbswiper.min.js?simply_static_page=600
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:103] Filesize: 142148 bytes
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/foxiz/assets/js/rbswiper.min.js
[2024-12-17 15:39:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b302f7b9-buW9UX.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/themes/foxiz/assets/js/rbswiper.min.js
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:28] [class-ss-page.php:119] Checking Content Identical:a4a96e93b0e7fc9dbdbf9220a2055bff92abcdf5===. Value: FALSE
[2024-12-17 15:39:28] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 550 of 624 pages/files
[2024-12-17 15:39:28] [class-ss-archive-creation-job.php:212] We're not done with the fetch_urls task yet
[2024-12-17 15:39:29] [class-ss-archive-creation-job.php:172] Current task: fetch_urls
[2024-12-17 15:39:29] [class-ss-archive-creation-job.php:182] Performing task: fetch_urls
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:69] Total pages: 634; Pages remaining: 34
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/jquery.mp.min.js
[2024-12-17 15:39:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 634
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b3181704-bi56DJ.tmp
[2024-12-17 15:39:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/jquery.mp.min.js?simply_static_page=601
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/jquery.mp.min.js?simply_static_page=601
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:103] Filesize: 20120 bytes
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/foxiz/assets/js/jquery.mp.min.js
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b3181704-bi56DJ.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/themes/foxiz/assets/js/jquery.mp.min.js
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:29] [class-ss-page.php:119] Checking Content Identical:7720732e00c028881c5cdca9beea600879217617===. Value: FALSE
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/jquery.tipsy.min.js
[2024-12-17 15:39:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 634
